17,2,19,2,19,4,17,4,重
18,5,20,5,20,7,18,7,冈
18,7,19,7,19,9,18,9,已
18,9,20,9,20,11,18,11,隔
18,12,20,12,20,14,18,14,红
18,14,19,14,19,17,18,17,尘
18,17,20,17,20,20,18,20,断
18,21,20,21,20,23,18,23,村
18,23,19,23,19,26,18,26,落
18,27,20,27,20,29,18,29,更
15,2,16,2,16,5,15,5,年
15,5,17,5,17,8,15,8,丰
14,9,17,9,17,11,14,11,移
15,11,16,11,16,14,15,14,居
15,14,16,14,16,17,15,17,要
15,18,17,18,17,20,15,20,就
15,21,17,21,17,23,15,23,窗
15,24,16,24,16,27,15,27,中
15,27,16,27,16,29,15,29,远
12,2,14,2,14,4,12,4,岫
12,5,14,5,14,8,12,8,舍
12,8,14,8,14,11,12,11,后
12,12,13,12,13,14,12,14,长
11,15,14,15,14,17,11,17,松
12,18,13,18,13,20,12,20,十
12,20,14,20,14,23,12,23,年
12,23,13,23,13,26,12,26,种
12,27,14,27,14,29,12,29,木
9,2,11,2,11,3,9,3,一
8,4,10,4,10,7,8,7,年
9,7,11,7,11,10,9,10,种
9,11,11,11,11,14,9,14,谷
9,14,11,14,11,17,9,17,都
9,18,11,18,11,20,9,20,付
9,20,11,20,11,22,9,22,儿
9,23,11,23,11,26,9,26,童
9,27,11,27,11,29,9,29,老
6,2,8,2,8,5,6,5,夫
6,5,8,5,8,8,6,8,惟
7,8,8,8,8,11,7,11,有
6,11,8,11,8,14,6,14,醒
6,14,8,14,8,17,6,17,来
6,17,8,17,8,20,6,20,明
6,20,8,20,8,23,6,23,月
6,24,8,24,8,26,6,26,醉
6,26,8,26,8,29,6,29,后
3,2,5,2,5,5,3,5,清
3,6,5,6,5,8,3,8,风
4,9,5,9,5,11,4,11,元
4,11,5,11,5,12,4,12,好
4,13,5,13,5,14,4,14,问
4,14,5,14,5,16,4,16,黄
4,17,5,17,5,18,4,18,钟
4,19,6,19,6,20,4,20,人
4,20,5,20,5,22,4,22,月
4,22,5,22,5,24,4,24,圆
2,10,3,10,3,11,2,11,卜
2,11,3,11,3,13,2,13,居
2,13,3,13,3,15,2,15,外
2,15,4,15,4,17,2,17,家
3,17,3,17,3,18,3,18,东
2,19,3,19,3,21,2,21,园
4,11,6,11,6,14,4,14,连笔
