14,2,16,2,16,4,14,4,入
13,4,16,4,16,7,13,7,地
14,7,16,7,16,9,14,9,求
14,9,16,9,16,12,14,12,之
14,12,17,12,17,16,14,16,徧
14,16,16,16,16,18,14,18,上
14,18,16,18,16,22,14,22,穷
14,22,16,22,16,25,14,25,碧
14,25,16,25,16,28,14,28,落
14,28,16,28,16,30,14,30,下
11,2,13,2,13,5,11,5,黄
11,5,13,5,13,8,11,8,泉
11,8,13,8,13,11,11,11,两
11,11,13,11,13,14,11,14,处
11,14,13,14,13,18,11,18,茫
11,18,13,18,13,20,11,20,茫
11,20,13,20,13,22,11,22,皆
11,22,13,22,13,24,11,24,不
11,24,14,24,14,26,11,26,见
11,26,13,26,13,28,11,28,忽
9,2,11,2,11,4,9,4,闻
9,4,11,4,11,6,9,6,海
9,7,11,7,11,8,9,8,上
9,8,11,8,11,11,9,11,有
8,11,11,11,11,14,8,14,仙
9,14,11,14,11,16,9,16,山
9,16,11,16,11,18,9,18,山
9,18,11,18,11,20,9,20,在
8,20,10,20,10,23,8,23,虚
8,23,10,23,10,26,8,26,无
8,26,11,26,11,29,8,29,缥
6,2,8,2,8,7,6,7,缈
6,7,8,7,8,9,6,9,间
6,9,8,9,8,12,6,12,楼
6,12,8,12,8,15,6,15,阁
6,15,8,15,8,17,6,17,玲
6,17,8,17,8,19,6,19,珑
6,19,8,19,8,21,6,21,五
6,21,8,21,8,24,6,24,云
5,24,8,24,8,26,5,26,起
6,26,8,26,8,28,6,28,其
5,28,8,28,8,30,5,30,中
3,2,5,2,5,5,3,5,绰
3,5,5,5,5,7,3,7,约
3,7,5,7,5,10,3,10,多
3,11,5,11,5,13,3,13,仙
3,13,5,13,5,15,3,15,子
3,15,5,15,5,18,3,18,中
3,18,5,18,5,21,3,21,有
3,21,5,21,5,21,3,21,一
2,22,5,22,5,24,2,24,人
3,23,4,23,4,26,3,26,字
3,26,5,26,5,27,3,27,太
3,27,5,27,5,30,3,30,真
11,8,13,8,13,18,11,18,连笔
11,22,14,22,14,26,11,26,连笔
9,2,11,2,11,7,9,7,连笔
8,11,11,11,11,16,8,16,连笔
9,16,11,16,11,20,9,20,连笔
6,9,8,9,8,15,6,15,连笔
5,21,8,21,8,26,5,26,连笔
5,26,8,26,8,30,5,30,连笔
2,11,5,11,5,15,2,15,连笔
3,23,5,23,5,27,3,27,连笔
