179,24,203,24,203,70,179,70,君
175,72,206,72,206,108,175,108,家
170,113,203,113,203,159,170,159,何
177,161,198,161,198,200,177,200,处
169,203,198,203,198,239,169,239,住
168,160,201,160,201,239,168,239,连笔
174,240,198,240,198,288,174,288,妾
137,28,169,28,169,64,137,64,住
146,68,164,68,164,99,146,99,在
130,103,164,103,164,141,130,141,横
124,148,169,148,169,189,124,189,塘
128,201,161,201,161,251,128,251,停
126,253,156,253,156,283,126,283,船
101,30,131,30,131,93,101,93,暂
92,95,125,95,125,144,92,144,借
100,148,121,148,121,171,100,171,问
91,95,125,95,125,172,91,172,连笔
96,178,125,178,125,214,96,214,或
95,221,120,221,120,243,95,243,恐
92,247,115,247,115,283,92,283,是
67,28,95,28,95,68,67,68,同
70,70,92,70,92,91,70,91,乡
65,27,96,27,96,92,65,92,连笔
74,97,85,97,85,116,74,116,崔
68,118,86,118,86,132,68,132,颢
71,149,84,149,84,166,71,166,长
72,167,85,167,85,180,72,180,干
71,182,85,182,85,203,71,203,行
