14,2,17,2,17,6,14,6,倚
14,6,17,6,17,9,14,9,绝
14,9,17,9,17,12,14,12,壁
14,13,17,13,17,15,14,15,飞
14,15,17,15,17,18,14,18,湍
14,19,17,19,17,21,14,21,瀑
14,22,17,22,17,24,14,24,流
14,24,17,24,17,27,14,27,争
14,27,17,27,17,30,14,30,喧
11,3,14,3,14,5,11,5,悠
11,5,14,5,14,9,11,9,球
11,9,14,9,14,13,11,13,崖
11,13,14,13,14,16,11,16,转
12,16,13,16,13,18,12,18,石
12,18,13,18,13,23,12,23,万
11,23,14,23,14,26,11,26,壑
11,26,14,26,14,29,11,29,雷
8,3,11,3,11,5,8,5,其
8,6,11,6,11,8,8,8,险
8,8,11,8,11,10,8,10,也
8,10,11,10,11,14,8,14,若
8,14,11,14,11,17,8,17,此
9,17,11,17,11,20,9,20,嗟
9,20,11,20,11,21,9,21,尔
9,22,11,22,11,24,9,24,远
9,24,11,24,11,26,9,26,道
9,26,11,26,11,29,9,29,之
5,2,8,2,8,5,5,5,人
5,5,8,5,8,7,5,7,胡
6,7,8,7,8,9,6,9,为
6,10,8,10,8,12,6,12,乎
6,12,8,12,8,15,6,15,来
6,15,8,15,8,18,6,18,哉
5,18,8,18,8,21,5,21,剑
6,21,8,21,8,24,6,24,阁
6,24,8,24,8,26,6,26,峥
6,26,8,26,8,29,6,29,嵘
2,2,5,2,5,6,2,6,而
2,6,5,6,5,9,2,9,崔
2,9,5,9,5,12,2,12,嵬
3,13,5,13,5,14,3,14,一
3,14,5,14,5,16,3,16,夫
3,16,5,16,5,19,3,19,当
3,20,5,20,5,25,3,25,关
3,25,5,25,5,27,3,27,万
3,27,5,27,5,30,3,30,夫
14,2,17,2,17,9,14,9,倚绝
11,13,14,13,14,18,11,18,转石
9,22,11,22,11,29,9,29,远道之
