14,2,16,2,16,5,14,5,渡
14,5,16,5,16,8,14,8,远
14,8,16,8,16,11,14,11,荆
14,11,16,11,16,14,14,14,门
14,14,16,14,16,16,14,16,外
14,17,16,17,16,20,14,20,来
14,20,16,20,16,22,14,22,从
14,22,16,22,16,25,14,25,楚
13,25,16,25,16,29,13,29,国
11,3,13,3,13,5,11,5,游
11,5,13,5,13,7,11,7,山
11,7,13,7,13,10,11,10,随
11,11,13,11,13,13,11,13,平
10,13,13,13,13,16,10,16,野
11,16,13,16,13,19,11,19,尽
11,19,13,19,13,21,11,21,江
11,21,13,21,13,22,11,22,入
11,23,13,23,13,24,11,24,大
11,24,12,24,12,27,11,27,荒
10,27,13,27,13,29,10,29,流
9,2,10,2,10,5,9,5,月
9,5,10,5,10,7,9,7,下
8,7,11,7,11,10,8,10,飞
8,11,10,11,10,13,8,13,天
7,13,10,13,10,16,7,16,镜
8,16,10,16,10,19,8,19,云
8,19,10,19,10,21,8,21,生
8,21,10,21,10,24,8,24,结
8,24,10,24,10,27,8,27,海
7,27,10,27,10,29,7,29,楼
5,2,8,2,8,5,5,5,仍
5,5,8,5,8,7,5,7,怜
6,8,8,8,8,10,6,10,故
6,10,7,10,7,12,6,12,乡
6,12,7,12,7,16,6,16,水
6,16,7,16,7,19,6,19,万
6,19,7,19,7,21,6,21,里
5,21,7,21,7,23,5,23,送
5,23,7,23,7,25,5,25,行
5,25,7,25,7,28,5,28,舟
4,4,5,4,5,6,4,6,李
4,6,5,6,5,7,4,7,白
4,8,5,8,5,10,4,10,渡
4,10,5,10,5,12,4,12,荆
4,12,5,12,5,12,4,12,门
4,12,5,12,5,14,4,14,送
4,14,5,14,5,16,4,16,别
13,2,17,2,17,12,13,12,连笔
10,13,13,13,13,19,10,19,连笔
7,10,11,10,11,16,7,16,连笔
7,15,11,15,11,24,7,24,连笔
7,24,10,24,10,30,7,30,连笔
5,7,8,7,8,16,5,16,连笔
5,16,8,16,8,26,5,26,连笔
3,8,5,8,5,12,3,12,连笔
