27,2,30,2,30,6,27,6,务
28,7,30,7,30,10,28,10,追
27,11,30,11,30,15,27,15,险
28,17,30,17,30,20,28,20,绝
28,21,30,21,30,24,28,24,既
28,25,31,25,31,28,28,28,能
28,28,30,28,30,32,28,32,险
28,32,31,32,31,35,28,35,绝
28,37,31,37,31,40,28,40,复
30,40,32,40,32,42,30,42,归
29,41,30,41,30,44,29,44,平
29,45,31,45,31,47,29,47,正
22,2,26,2,26,5,22,5,初
23,7,25,7,25,10,23,10,谓
23,12,25,12,25,15,23,15,未
23,16,25,16,25,19,23,19,及
24,21,26,21,26,25,24,25,中
23,26,26,26,26,29,23,29,则
24,30,26,30,26,34,24,34,过
24,35,26,35,26,38,24,38,之
24,40,26,40,26,43,24,43,后
24,44,26,44,26,47,24,47,乃
18,2,21,2,21,6,18,6,通
19,6,21,6,21,13,19,13,会
19,13,21,13,21,17,19,17,之
18,18,22,18,22,22,18,22,际
18,23,22,23,22,27,18,27,人
18,27,21,27,21,30,18,30,书
18,32,21,32,21,35,18,35,俱
18,36,21,36,21,40,18,40,老
19,40,22,40,22,44,19,44,仲
19,44,22,44,22,47,19,47,尼
14,2,16,2,16,5,14,5,云
14,6,16,6,16,9,14,9,五
14,11,16,11,16,15,14,15,十
14,15,16,15,16,19,14,19,知
14,21,16,21,16,26,14,26,命
13,28,16,28,16,30,13,30,七
14,31,16,31,16,33,14,33,十
14,34,16,34,16,37,14,37,从
14,38,17,38,17,40,14,40,心
14,41,17,41,17,44,14,44,故
14,44,17,44,17,46,14,46,以
9,2,12,2,12,7,9,7,达
9,8,12,8,12,13,9,13,夷
9,13,12,13,12,17,9,17,险
10,18,11,18,11,22,10,22,之
9,23,12,23,12,28,9,28,情
9,29,13,29,13,33,9,33,体
9,34,13,34,13,38,9,38,权
10,39,13,39,13,44,10,44,变
11,44,12,44,12,47,11,47,之
3,2,7,2,7,7,3,7,道
4,9,7,9,7,12,4,12,亦
4,13,7,13,7,17,4,17,犹
4,18,7,18,7,24,4,24,谋
4,24,7,24,7,27,4,27,而
5,28,7,28,7,32,5,32,后
4,33,7,33,7,38,4,38,动
5,41,8,41,8,43,5,43,不
5,44,7,44,7,47,5,47,失
27,11,31,11,31,20,27,20,连笔
27,20,31,20,31,28,27,28,连笔
13,6,16,6,16,15,13,15,连笔
8,2,12,2,12,13,8,13,连笔
4,18,8,18,8,28,4,28,连笔
