14,2,17,2,17,5,14,5,北
14,5,16,5,16,8,14,8,阙
14,8,16,8,16,10,14,10,休
14,11,16,11,16,12,14,12,上
14,12,16,12,16,15,14,15,书
14,15,16,15,16,18,14,18,南
14,18,16,18,16,20,14,20,山
14,20,16,20,16,23,14,23,归
14,23,16,23,16,25,14,25,敝
14,25,16,25,16,29,14,29,庐
12,3,13,3,13,5,12,5,不
12,5,13,5,13,7,12,7,才
11,7,13,7,13,10,11,10,明
12,10,13,10,13,12,12,12,主
11,12,13,12,13,15,11,15,弃
12,15,13,15,13,18,12,18,多
11,18,13,18,13,21,11,21,病
11,21,13,21,13,23,11,23,故
11,23,13,23,13,25,11,25,人
11,25,13,25,13,28,11,28,疏
9,3,11,3,11,5,9,5,白
9,5,11,5,11,8,9,8,发
8,8,11,8,11,12,8,12,催
9,12,10,12,10,14,9,14,年
9,14,11,14,11,17,9,17,老
9,17,10,17,10,20,9,20,青
8,20,11,20,11,23,8,23,阳
9,24,10,24,10,26,9,26,逼
9,26,11,26,11,29,9,29,岁
6,3,8,3,8,5,6,5,除
6,6,8,6,8,9,6,9,永
5,9,8,9,8,12,5,12,怀
6,12,8,12,8,15,6,15,愁
6,15,8,15,8,17,6,17,不
6,17,8,17,8,20,6,20,寐
6,21,8,21,8,23,6,23,松
6,23,8,23,8,26,6,26,月
5,26,8,26,8,29,5,29,夜
3,2,5,2,5,6,3,6,窗
3,6,5,6,5,9,3,9,虚
3,10,4,10,4,12,3,12,孟
3,12,4,12,4,13,3,13,浩
3,13,4,13,4,14,3,14,然
3,16,4,16,4,18,3,18,岁
3,18,4,18,4,19,3,19,暮
3,19,5,19,5,20,3,20,归
3,20,4,20,4,22,3,22,南
3,22,5,22,5,23,3,23,山
11,7,13,7,13,12,11,12,连笔
11,15,14,15,14,25,11,25,连笔
8,8,11,8,11,17,8,17,连笔
8,17,11,17,11,24,8,24,连笔
5,9,8,9,8,15,5,15,连笔
3,19,5,19,5,22,3,22,连笔
