15,3,19,3,19,6,15,6,三
16,6,18,6,18,9,16,9,日
16,9,19,9,19,11,16,11,入
15,12,19,12,19,16,15,16,厨
16,16,18,16,18,18,16,18,下
16,19,19,19,19,22,16,22,洗
16,22,18,22,18,25,16,25,手
16,25,19,25,19,28,16,28,作
12,2,15,2,15,7,12,7,羹
12,7,15,7,15,12,12,12,汤
12,12,14,12,14,14,12,14,未
12,14,15,14,15,18,12,18,谙
12,18,15,18,15,21,12,21,姑
13,21,15,21,15,24,13,24,食
12,24,15,24,15,27,12,27,性
9,2,11,2,11,6,9,6,先
8,6,11,6,11,9,8,9,遣
8,9,11,9,11,11,8,11,小
8,11,11,11,11,14,8,14,姑
8,14,11,14,11,18,8,18,尝
10,18,11,18,11,20,10,20,王
10,20,11,20,11,21,10,21,建
10,23,11,23,11,24,10,24,新
9,24,11,24,11,25,9,25,嫁
9,25,11,25,11,26,9,26,娘
11,14,15,14,15,21,11,21,连笔
8,6,11,6,11,11,8,11,连笔
9,18,11,18,11,21,9,21,连笔
