18,2,20,2,20,4,18,4,二
18,4,20,4,20,6,18,6,月
18,7,20,7,20,8,18,8,黄
18,8,20,8,20,11,18,11,鹂
18,11,20,11,20,13,18,13,飞
18,13,20,13,20,14,18,14,上
18,14,20,14,20,16,18,16,林
18,16,20,16,20,19,18,19,春
17,19,20,19,20,21,17,21,城
18,22,19,22,19,23,18,23,紫
18,23,20,23,20,25,18,25,禁
18,26,20,26,20,27,18,27,晓
18,27,20,27,20,29,18,29,阴
16,2,18,2,18,5,16,5,阴
16,5,18,5,18,7,16,7,长
16,7,18,7,18,9,16,9,乐
15,9,17,9,17,12,15,12,钟
16,12,17,12,17,15,16,15,声
16,15,18,15,18,17,16,17,花
16,17,17,17,17,19,16,19,外
16,19,17,19,17,21,16,21,尽
15,21,17,21,17,24,15,24,龙
15,24,17,24,17,25,15,25,池
15,26,17,26,17,30,15,30,柳
14,2,16,2,16,5,14,5,色
14,5,16,5,16,7,14,7,雨
14,7,15,7,15,9,14,9,中
13,9,15,9,15,11,13,11,深
13,11,15,11,15,13,13,13,阳
13,14,15,14,15,16,13,16,和
14,16,15,16,15,17,14,17,不
13,17,15,17,15,19,13,19,散
13,19,15,19,15,22,13,22,穷
13,22,15,22,15,24,13,24,途
13,24,15,24,15,26,13,26,恨
13,26,15,26,15,29,13,29,霄
11,2,13,2,13,5,11,5,汉
11,5,13,5,13,7,11,7,常
11,8,13,8,13,10,11,10,悬
11,10,13,10,13,12,11,12,捧
11,12,13,12,13,13,11,13,日
11,13,13,13,13,14,11,14,心
11,14,13,14,13,16,11,16,献
11,16,13,16,13,18,11,18,赋
11,18,13,18,13,20,11,20,十
11,20,13,20,13,23,11,23,年
11,23,13,23,13,25,11,25,犹
11,25,12,25,12,26,11,26,未
11,26,13,26,13,29,11,29,遇
9,2,10,2,10,5,9,5,羞
8,6,10,6,10,7,8,7,将
9,8,10,8,10,9,9,9,白
8,9,10,9,10,12,8,12,发
8,12,10,12,10,14,8,14,对
8,15,10,15,10,17,8,17,华
8,17,10,17,10,20,8,20,簪
6,4,8,4,8,7,6,7,钱
7,7,8,7,8,8,7,8,起
7,10,8,10,8,11,7,11,赠
7,12,8,12,8,13,7,13,阙
7,13,8,13,8,14,7,14,下
7,14,8,14,8,16,7,16,裴
7,16,8,16,8,17,7,17,舍
6,18,8,18,8,19,6,19,人
18,2,20,2,20,6,18,6,二月
11,10,13,10,13,14,11,14,捧日心
11,23,13,23,13,26,11,26,犹未
9,2,10,2,10,7,9,7,羞将
