25,2,28,2,28,5,25,5,为
25,6,28,6,28,9,25,9,体
25,10,28,10,28,14,25,14,聚
25,15,28,15,28,19,25,19,墨
25,20,28,20,28,24,25,24,成
25,25,29,25,29,29,25,29,形
25,20,29,20,29,29,25,29,连笔
25,29,28,29,28,31,25,31,心
25,32,28,32,28,36,25,36,皆
25,37,29,37,29,41,25,41,拟
26,41,28,41,28,44,26,44,效
29,41,31,41,31,45,29,45,效
26,44,28,44,28,46,26,46,之
21,2,24,2,24,6,21,6,方
21,6,23,6,23,10,21,10,手
22,10,24,10,24,15,22,15,迷
21,16,24,16,24,20,21,20,轻
21,20,24,20,24,24,21,24,重
22,25,24,25,24,28,22,28,之
21,29,25,29,25,33,21,33,挥
21,33,24,33,24,37,21,37,运
22,38,24,38,24,41,22,41,之
21,41,24,41,24,44,21,44,理
22,45,25,45,25,47,22,47,求
21,41,26,41,26,48,21,48,连笔
17,1,20,1,20,5,17,5,其
17,6,20,6,20,9,17,9,妍
16,10,21,10,21,15,16,15,妙
17,16,21,16,21,19,17,19,不
17,20,21,20,21,23,17,23,亦
17,24,21,24,21,28,17,28,谬
17,29,21,29,21,33,17,33,哉
17,34,21,34,21,37,17,37,然
18,38,20,38,20,41,18,41,君
18,41,20,41,20,43,18,43,子
19,44,20,44,20,47,19,47,立
12,2,15,2,15,6,12,6,身
12,6,15,6,15,10,12,10,务
12,11,15,11,15,15,12,15,修
13,16,15,16,15,20,13,20,其
12,21,15,21,15,24,12,24,本
12,25,16,25,16,29,12,29,杨
12,30,16,30,16,33,12,33,雄
13,35,16,35,16,39,13,39,谓
13,39,16,39,16,43,13,43,诗
13,43,17,43,17,48,13,48,赋
8,1,11,1,11,3,8,3,小
8,4,11,4,11,8,8,8,道
8,10,11,10,11,12,8,12,壮
9,13,11,13,11,17,9,17,夫
9,18,11,18,11,21,9,21,不
9,21,11,21,11,24,9,24,为
8,17,12,17,12,24,8,24,连笔
8,25,11,25,11,29,8,29,况
9,29,12,29,12,33,9,33,复
8,34,12,34,12,37,8,37,溺
9,38,11,38,11,41,9,41,思
8,42,12,42,12,47,8,47,豪
4,1,7,1,7,6,4,6,厘
4,7,6,7,6,10,4,10,沦
4,11,7,11,7,15,4,15,精
4,16,7,16,7,20,4,20,翰
7,20,8,20,8,23,7,23,墨
4,22,7,22,7,25,4,25,者
3,25,7,25,7,28,3,28,也
4,29,7,29,7,32,4,32,夫
4,32,7,32,7,36,4,36,潜
4,37,7,37,7,42,4,42,神
4,42,7,42,7,45,4,45,对
4,46,7,46,7,48,4,48,弈
0,1,2,1,2,6,0,6,犹
0,6,3,6,3,10,0,10,标
0,10,3,10,3,14,0,14,坐
0,14,3,14,3,18,0,18,隐
0,10,3,10,3,19,0,19,连笔
0,19,3,19,3,23,0,23,之
0,24,3,24,3,27,0,27,名
0,28,3,28,3,32,0,32,乐
0,32,4,32,4,35,0,35,志
0,28,4,28,4,35,0,35,连笔
1,36,3,36,3,40,1,40,垂
0,40,3,40,3,43,0,43,纶
0,44,4,44,4,47,0,47,尚
