17,3,20,3,20,7,17,7,禁
17,7,19,7,19,8,17,8,门
17,8,19,8,19,11,17,11,宫
16,12,20,12,20,15,16,15,树
18,15,19,15,19,17,18,17,月
17,18,20,18,20,21,17,21,痕
17,21,20,21,20,23,17,23,过
17,24,19,24,19,26,17,26,媚
17,26,20,26,20,29,17,29,眼
14,3,16,3,16,6,14,6,惟
14,6,16,6,16,9,14,9,看
14,10,16,10,16,12,14,12,宿
14,12,16,12,16,17,14,17,鹭
13,17,16,17,16,20,13,20,窠
13,21,16,21,16,25,13,25,斜
13,25,17,25,17,28,13,28,拔
11,3,13,3,13,6,11,6,玉
11,6,14,6,14,9,11,9,钗
10,9,13,9,13,12,10,12,灯
11,12,13,12,13,16,11,16,影
11,16,13,16,13,19,11,19,畔
11,20,13,20,13,23,11,23,剔
11,24,13,24,13,29,11,29,开
7,4,10,4,10,5,7,5,红
7,6,10,6,10,9,7,9,焰
7,9,10,9,10,12,7,12,救
8,12,10,12,10,15,8,15,飞
7,16,10,16,10,18,7,18,蛾
8,18,9,18,9,19,8,19,张
8,20,9,20,9,21,8,21,祜
8,22,9,22,9,23,8,23,赠
8,23,9,23,9,24,8,24,内
8,24,9,24,9,25,8,25,人
14,9,16,9,16,17,14,17,连笔
