14,2,17,2,17,5,14,5,同
15,5,17,5,17,7,15,7,时
14,8,17,8,17,10,14,10,流
15,10,16,10,16,14,15,14,辈
15,14,16,14,16,16,15,16,多
15,17,17,17,17,21,15,21,道
14,22,17,22,17,24,14,24,天
14,24,17,24,17,27,14,27,路
15,27,17,27,17,30,15,30,幽
12,2,14,2,14,5,12,5,险
12,5,14,5,14,8,12,8,难
12,8,14,8,14,11,12,11,追
12,11,14,11,14,15,12,15,攀
12,15,14,15,14,18,12,18,君
12,18,14,18,14,20,12,20,歌
12,21,14,21,14,23,12,23,且
12,23,14,23,14,25,12,25,休
11,25,14,25,14,28,11,28,听
12,28,14,28,14,30,12,30,我
9,2,11,2,11,5,9,5,歌
9,5,11,5,11,9,9,9,我
9,9,11,9,11,11,9,11,歌
10,11,11,11,11,13,10,13,今
10,13,11,13,11,15,10,15,与
10,15,11,15,11,17,10,17,君
9,17,11,17,11,20,9,20,殊
9,20,11,20,11,26,9,26,科
10,26,11,26,11,27,10,27,一
9,27,11,27,11,30,9,30,年
6,2,9,2,9,5,6,5,明
7,5,8,5,8,8,7,8,月
7,8,8,8,8,11,7,11,今
6,11,8,11,8,14,6,14,宵
7,14,9,14,9,16,7,16,多
6,17,9,17,9,19,6,19,人
7,19,8,19,8,21,7,21,生
7,21,9,21,9,23,7,23,由
6,23,9,23,9,26,6,26,命
7,26,9,26,9,28,7,28,非
7,28,9,28,9,30,7,30,由
3,2,6,2,6,6,3,6,他
4,5,5,5,5,7,4,7,有
3,8,5,8,5,10,3,10,酒
3,10,5,10,5,11,3,11,不
3,12,5,12,5,14,3,14,饮
4,14,5,14,5,16,4,16,奈
3,16,5,16,5,18,3,18,明
3,18,6,18,6,22,3,22,何
15,10,17,10,17,16,15,16,连笔
14,21,17,21,17,30,14,30,连笔
11,5,14,5,14,11,11,11,连笔
6,2,9,2,9,8,6,8,连笔
6,21,9,21,9,26,6,26,连笔
3,16,6,16,6,22,3,22,连笔
